state,age_band,share_early,share_late,pct_point_change,pct_relative_change
Allahabad,Other (Rape) No. of Victims - (18-30)Years,0.38,0.3333333333333333,-0.04666666666666669,-0.12280701754385971
Allahabad,Other (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Allahabad,Rape Cases (Total) No. of Victims - (10-14) Years,0.02,0.03333333333333333,0.013333333333333332,0.6666666666666666
Allahabad,Rape Cases (Total) No. of Victims - (14-18) Years,0.08,0.13333333333333333,0.05333333333333333,0.6666666666666666
Allahabad,Rape Cases (Total) No. of Victims - (18-30)Years,0.4,0.3333333333333333,-0.06666666666666671,-0.16666666666666677
Allahabad,Rape Cases (Total) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Amritsar,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Amritsar,Incest (Rape) No. of Victims - (14-18) Years,0.045454545454545456,0.0,-0.045454545454545456,-1.0
Amritsar,Incest (Rape) No. of Victims - (18-30)Years,0.022727272727272728,0.03571428571428571,0.012987012987012984,0.5714285714285713
Amritsar,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Amritsar,Other (Rape) No. of Victims - (10-14) Years,0.09090909090909091,0.10714285714285714,0.016233766233766225,0.17857142857142846
Amritsar,Other (Rape) No. of Victims - (14-18) Years,0.13636363636363635,0.05357142857142857,-0.08279220779220778,-0.6071428571428571
Amritsar,Other (Rape) No. of Victims - (18-30)Years,0.18181818181818182,0.2857142857142857,0.10389610389610388,0.5714285714285713
Amritsar,Other (Rape) No. of Victims - (30-50) Years,0.022727272727272728,0.017857142857142856,-0.004870129870129872,-0.21428571428571436
Amritsar,Rape Cases (Total) No. of Victims - (10-14) Years,0.09090909090909091,0.10714285714285714,0.016233766233766225,0.17857142857142846
Amritsar,Rape Cases (Total) No. of Victims - (14-18) Years,0.18181818181818182,0.05357142857142857,-0.12824675324675325,-0.7053571428571428
Amritsar,Rape Cases (Total) No. of Victims - (18-30)Years,0.20454545454545456,0.32142857142857145,0.1168831168831169,0.5714285714285714
Amritsar,Rape Cases (Total) No. of Victims - (30-50) Years,0.022727272727272728,0.017857142857142856,-0.004870129870129872,-0.21428571428571436
Andhra Pradesh,Incest (Rape) No. of Victims - (10-14) Years,0.001125703564727955,0.0009718172983479105,-0.00015388626638004443,-0.13670229996760613
Andhra Pradesh,Incest (Rape) No. of Victims - (14-18) Years,0.0001876172607879925,0.00016196954972465177,-2.564771106334073e-05,-0.13670229996760608
Andhra Pradesh,Incest (Rape) No. of Victims - (18-30)Years,0.00225140712945591,0.001943634596695821,-0.00030777253276008886,-0.13670229996760613
Andhra Pradesh,Incest (Rape) No. of Victims - (30-50) Years,0.000375234521575985,0.0011337868480725624,0.0007585523264965774,2.0215419501133787
Andhra Pradesh,Other (Rape) No. of Victims - (10-14) Years,0.06266416510318949,0.057337220602526724,-0.005326944500662768,-0.08500782691177412
Andhra Pradesh,Other (Rape) No. of Victims - (14-18) Years,0.09437148217636022,0.1054421768707483,0.01107069469438808,0.11730974696041445
Andhra Pradesh,Other (Rape) No. of Victims - (18-30)Years,0.2727954971857411,0.27113702623906705,-0.00165847094667404,-0.006079539302457106
Andhra Pradesh,Other (Rape) No. of Victims - (30-50) Years,0.06622889305816135,0.061872367994816976,-0.004356525063344371,-0.0657798260272677
Andhra Pradesh,Rape Cases (Total) No. of Victims - (10-14) Years,0.06378986866791744,0.05830903790087463,-0.00548083076704281,-0.0859200823186417
Andhra Pradesh,Rape Cases (Total) No. of Victims - (14-18) Years,0.09455909943714821,0.10560414642047296,0.011045046983324744,0.11680575480381128
Andhra Pradesh,Rape Cases (Total) No. of Victims - (18-30)Years,0.275046904315197,0.2730806608357629,-0.0019662434794341377,-0.007148756988665725
Andhra Pradesh,Rape Cases (Total) No. of Victims - (30-50) Years,0.06660412757973734,0.06300615484288953,-0.00359797273684781,-0.054020266725067115
Arunachal Pradesh,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Arunachal Pradesh,Incest (Rape) No. of Victims - (14-18) Years,0.0,0.0,0.0,
Arunachal Pradesh,Incest (Rape) No. of Victims - (18-30)Years,0.0,0.0,0.0,
Arunachal Pradesh,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Arunachal Pradesh,Other (Rape) No. of Victims - (10-14) Years,0.025252525252525252,0.056074766355140186,0.030822241102614934,1.2205607476635514
Arunachal Pradesh,Other (Rape) No. of Victims - (14-18) Years,0.04040404040404041,0.009345794392523364,-0.031058246011517042,-0.7686915887850467
Arunachal Pradesh,Other (Rape) No. of Victims - (18-30)Years,0.3888888888888889,0.4205607476635514,0.0316718587746625,0.08144192256341785
Arunachal Pradesh,Other (Rape) No. of Victims - (30-50) Years,0.045454545454545456,0.014018691588785047,-0.03143585386576041,-0.6915887850467289
Arunachal Pradesh,Rape Cases (Total) No. of Victims - (10-14) Years,0.025252525252525252,0.056074766355140186,0.030822241102614934,1.2205607476635514
Arunachal Pradesh,Rape Cases (Total) No. of Victims - (14-18) Years,0.04040404040404041,0.009345794392523364,-0.031058246011517042,-0.7686915887850467
Arunachal Pradesh,Rape Cases (Total) No. of Victims - (18-30)Years,0.3888888888888889,0.4205607476635514,0.0316718587746625,0.08144192256341785
Arunachal Pradesh,Rape Cases (Total) No. of Victims - (30-50) Years,0.045454545454545456,0.014018691588785047,-0.03143585386576041,-0.6915887850467289
Asansol,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Asansol,Incest (Rape) No. of Victims - (14-18) Years,0.0,0.0,0.0,
Asansol,Incest (Rape) No. of Victims - (18-30)Years,0.05555555555555555,0.0,-0.05555555555555555,-1.0
Asansol,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Asansol,Other (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Asansol,Other (Rape) No. of Victims - (14-18) Years,0.0,0.0,0.0,
Asansol,Other (Rape) No. of Victims - (18-30)Years,0.3888888888888889,0.3645833333333333,-0.02430555555555558,-0.06250000000000006
Asansol,Other (Rape) No. of Victims - (30-50) Years,0.05555555555555555,0.13541666666666666,0.0798611111111111,1.4375
Asansol,Rape Cases (Total) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Asansol,Rape Cases (Total) No. of Victims - (14-18) Years,0.0,0.0,0.0,
Asansol,Rape Cases (Total) No. of Victims - (18-30)Years,0.4444444444444444,0.3645833333333333,-0.0798611111111111,-0.1796875
Asansol,Rape Cases (Total) No. of Victims - (30-50) Years,0.05555555555555555,0.13541666666666666,0.0798611111111111,1.4375
Assam,Incest (Rape) No. of Victims - (10-14) Years,0.0001742767514813524,0.0005190760446405398,0.00034479929315918737,1.978458344147417
Assam,Incest (Rape) No. of Victims - (14-18) Years,0.0012199372603694668,0.0,-0.0012199372603694668,-1.0
Assam,Incest (Rape) No. of Victims - (18-30)Years,0.004182642035552457,0.0018167661562418895,-0.002365875879310568,-0.5656414914785016
Assam,Incest (Rape) No. of Victims - (30-50) Years,0.000871383757406762,0.0009083830781209447,3.6999320714182766e-05,0.04246042045159614
Assam,Other (Rape) No. of Victims - (10-14) Years,0.013419309864064134,0.007267064624967558,-0.006152245239096576,-0.45846211924592406
Assam,Other (Rape) No. of Victims - (14-18) Years,0.04200069710700593,0.01154944199325201,-0.03045125511375392,-0.7250178499697925
Assam,Other (Rape) No. of Victims - (18-30)Years,0.3126524921575462,0.3340254347261874,0.021372942568641196,0.06836005822679106
Assam,Other (Rape) No. of Victims - (30-50) Years,0.12547926106657373,0.14391383337658967,0.01843457231001594,0.1469132998817659
Assam,Rape Cases (Total) No. of Victims - (10-14) Years,0.013593586615545486,0.007786140669608098,-0.005807445945937388,-0.42721954920241967
Assam,Rape Cases (Total) No. of Victims - (14-18) Years,0.043220634367375395,0.01154944199325201,-0.031671192374123386,-0.7327794429141935
Assam,Rape Cases (Total) No. of Victims - (18-30)Years,0.31683513419309867,0.3358422008824293,0.01900706668933061,0.05999040080493896
Assam,Rape Cases (Total) No. of Victims - (30-50) Years,0.12635064482398048,0.1448222164547106,0.018471571630730127,0.14619293519604065
Bangalore,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Bangalore,Incest (Rape) No. of Victims - (14-18) Years,0.004901960784313725,0.0,-0.004901960784313725,-1.0
Bangalore,Incest (Rape) No. of Victims - (18-30)Years,0.0,0.02142857142857143,0.02142857142857143,
Bangalore,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.014285714285714285,0.014285714285714285,
Bangalore,Other (Rape) No. of Victims - (10-14) Years,0.049019607843137254,0.0,-0.049019607843137254,-1.0
Bangalore,Other (Rape) No. of Victims - (14-18) Years,0.11764705882352941,0.0,-0.11764705882352941,-1.0
Bangalore,Other (Rape) No. of Victims - (18-30)Years,0.18627450980392157,0.21428571428571427,0.0280112044817927,0.15037593984962397
Bangalore,Other (Rape) No. of Victims - (30-50) Years,0.14215686274509803,0.25,0.10784313725490197,0.7586206896551725
Bangalore,Rape Cases (Total) No. of Victims - (10-14) Years,0.049019607843137254,0.0,-0.049019607843137254,-1.0
Bangalore,Rape Cases (Total) No. of Victims - (14-18) Years,0.12254901960784313,0.0,-0.12254901960784313,-1.0
Bangalore,Rape Cases (Total) No. of Victims - (18-30)Years,0.18627450980392157,0.2357142857142857,0.04943977591036414,0.26541353383458643
Bangalore,Rape Cases (Total) No. of Victims - (30-50) Years,0.14215686274509803,0.2642857142857143,0.12212885154061626,0.8591133004926109
Bengaluru,Incest (Rape) No. of Victims - (10-14) Years,,0.0,,
Bengaluru,Incest (Rape) No. of Victims - (14-18) Years,,0.0,,
Bengaluru,Incest (Rape) No. of Victims - (18-30)Years,,0.0,,
Bengaluru,Incest (Rape) No. of Victims - (30-50) Years,,0.0,,
Bengaluru,Other (Rape) No. of Victims - (10-14) Years,,0.0,,
Bengaluru,Other (Rape) No. of Victims - (14-18) Years,,0.0,,
Bengaluru,Other (Rape) No. of Victims - (18-30)Years,,0.42452830188679247,,
Bengaluru,Other (Rape) No. of Victims - (30-50) Years,,0.07547169811320754,,
Bengaluru,Rape Cases (Total) No. of Victims - (10-14) Years,,0.0,,
Bengaluru,Rape Cases (Total) No. of Victims - (14-18) Years,,0.0,,
Bengaluru,Rape Cases (Total) No. of Victims - (18-30)Years,,0.42452830188679247,,
Bengaluru,Rape Cases (Total) No. of Victims - (30-50) Years,,0.07547169811320754,,
Bhopal,Incest (Rape) No. of Victims - (10-14) Years,0.037142857142857144,0.006172839506172839,-0.030970017636684305,-0.8338081671415005
Bhopal,Incest (Rape) No. of Victims - (14-18) Years,0.011428571428571429,0.006172839506172839,-0.005255731922398589,-0.4598765432098766
Bhopal,Incest (Rape) No. of Victims - (18-30)Years,0.0,0.006172839506172839,0.006172839506172839,
Bhopal,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0030864197530864196,0.0030864197530864196,
Bhopal,Other (Rape) No. of Victims - (10-14) Years,0.08,0.06172839506172839,-0.01827160493827161,-0.22839506172839513
Bhopal,Other (Rape) No. of Victims - (14-18) Years,0.11142857142857143,0.21604938271604937,0.10462081128747794,0.9389047166824943
Bhopal,Other (Rape) No. of Victims - (18-30)Years,0.2057142857142857,0.1388888888888889,-0.06682539682539682,-0.3248456790123456
Bhopal,Other (Rape) No. of Victims - (30-50) Years,0.054285714285714284,0.06172839506172839,0.007442680776014107,0.13710201429499672
Bhopal,Rape Cases (Total) No. of Victims - (10-14) Years,0.11714285714285715,0.06790123456790123,-0.049241622574955915,-0.4203553146642578
Bhopal,Rape Cases (Total) No. of Victims - (14-18) Years,0.12285714285714286,0.2222222222222222,0.09936507936507935,0.8087855297157621
Bhopal,Rape Cases (Total) No. of Victims - (18-30)Years,0.2057142857142857,0.14506172839506173,-0.060652557319223976,-0.2948388203017832
Bhopal,Rape Cases (Total) No. of Victims - (30-50) Years,0.054285714285714284,0.06481481481481481,0.010529100529100527,0.19395711500974655
Bihar,Incest (Rape) No. of Victims - (10-14) Years,0.00034352456200618345,0.0,-0.00034352456200618345,-1.0
Bihar,Incest (Rape) No. of Victims - (14-18) Years,0.0012023359670216421,0.00027412280701754384,-0.0009282131600040983,-0.7720081453634086
Bihar,Incest (Rape) No. of Victims - (18-30)Years,0.0005152868430092751,0.001644736842105263,0.001129449999095988,2.191885964912281
Bihar,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0008223684210526315,0.0008223684210526315,
Bihar,Other (Rape) No. of Victims - (10-14) Years,0.0027481964960494676,0.0023300438596491227,-0.00041815263640034494,-0.15215529057017552
Bihar,Other (Rape) No. of Victims - (14-18) Years,0.03332188251459979,0.013294956140350877,-0.020026926374248914,-0.6010142543859649
Bihar,Other (Rape) No. of Victims - (18-30)Years,0.352112676056338,0.38980263157894735,0.03768995552260934,0.10703947368421055
Bihar,Other (Rape) No. of Victims - (30-50) Years,0.10975609756097561,0.0918311403508772,-0.017924957210098416,-0.16331627680311891
Bihar,Rape Cases (Total) No. of Victims - (10-14) Years,0.003091721058055651,0.0023300438596491227,-0.0007616771984065283,-0.24636025828460043
Bihar,Rape Cases (Total) No. of Victims - (14-18) Years,0.03452421848162143,0.013569078947368422,-0.02095513953425301,-0.6069692655145326
Bihar,Rape Cases (Total) No. of Victims - (18-30)Years,0.3526279628993473,0.39144736842105265,0.038819405521705375,0.11008601020329699
Bihar,Rape Cases (Total) No. of Victims - (30-50) Years,0.10975609756097561,0.09265350877192982,-0.01710258878904579,-0.15582358674463942
Chandigarh,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.008333333333333333,0.008333333333333333,
Chandigarh,Incest (Rape) No. of Victims - (14-18) Years,0.00980392156862745,0.041666666666666664,0.031862745098039214,3.25
Chandigarh,Incest (Rape) No. of Victims - (18-30)Years,0.029411764705882353,0.016666666666666666,-0.012745098039215686,-0.43333333333333335
Chandigarh,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Chandigarh,Other (Rape) No. of Victims - (10-14) Years,0.12745098039215685,0.06666666666666667,-0.06078431372549019,-0.4769230769230769
Chandigarh,Other (Rape) No. of Victims - (14-18) Years,0.08823529411764706,0.15,0.06176470588235293,0.6999999999999998
Chandigarh,Other (Rape) No. of Victims - (18-30)Years,0.16666666666666666,0.11666666666666667,-0.04999999999999999,-0.29999999999999993
Chandigarh,Other (Rape) No. of Victims - (30-50) Years,0.0784313725490196,0.1,0.0215686274509804,0.2750000000000001
Chandigarh,Rape Cases (Total) No. of Victims - (10-14) Years,0.12745098039215685,0.075,-0.05245098039215686,-0.4115384615384615
Chandigarh,Rape Cases (Total) No. of Victims - (14-18) Years,0.09803921568627451,0.19166666666666668,0.09362745098039217,0.9550000000000002
Chandigarh,Rape Cases (Total) No. of Victims - (18-30)Years,0.19607843137254902,0.13333333333333333,-0.06274509803921569,-0.32
Chandigarh,Rape Cases (Total) No. of Victims - (30-50) Years,0.0784313725490196,0.1,0.0215686274509804,0.2750000000000001
Chennai,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Chennai,Incest (Rape) No. of Victims - (14-18) Years,0.0,0.0,0.0,
Chennai,Incest (Rape) No. of Victims - (18-30)Years,0.0,0.005555555555555556,0.005555555555555556,
Chennai,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Chennai,Other (Rape) No. of Victims - (10-14) Years,0.017045454545454544,0.03333333333333333,0.01628787878787879,0.9555555555555557
Chennai,Other (Rape) No. of Victims - (14-18) Years,0.2215909090909091,0.22777777777777777,0.006186868686868685,0.027920227920227914
Chennai,Other (Rape) No. of Victims - (18-30)Years,0.22727272727272727,0.2222222222222222,-0.005050505050505055,-0.022222222222222244
Chennai,Other (Rape) No. of Victims - (30-50) Years,0.03409090909090909,0.011111111111111112,-0.022979797979797975,-0.6740740740740739
Chennai,Rape Cases (Total) No. of Victims - (10-14) Years,0.017045454545454544,0.03333333333333333,0.01628787878787879,0.9555555555555557
Chennai,Rape Cases (Total) No. of Victims - (14-18) Years,0.2215909090909091,0.22777777777777777,0.006186868686868685,0.027920227920227914
Chennai,Rape Cases (Total) No. of Victims - (18-30)Years,0.22727272727272727,0.22777777777777777,0.0005050505050505083,0.0022222222222222365
Chennai,Rape Cases (Total) No. of Victims - (30-50) Years,0.03409090909090909,0.011111111111111112,-0.022979797979797975,-0.6740740740740739
Chhattisgarh,Incest (Rape) No. of Victims - (10-14) Years,0.003271537622682661,0.0043859649122807015,0.0011144272895980407,0.34064327485380114
Chhattisgarh,Incest (Rape) No. of Victims - (14-18) Years,0.006361323155216285,0.014210526315789474,0.00784920316057319,1.2338947368421054
Chhattisgarh,Incest (Rape) No. of Victims - (18-30)Years,0.0054525627044711015,0.014035087719298246,0.008582525014827144,1.5740350877192981
Chhattisgarh,Incest (Rape) No. of Victims - (30-50) Years,0.0034532897128316978,0.007543859649122807,0.004090569936291109,1.1845429362880886
Chhattisgarh,Other (Rape) No. of Victims - (10-14) Years,0.07288258814976373,0.047543859649122805,-0.025338728500640922,-0.3476650479065495
Chhattisgarh,Other (Rape) No. of Victims - (14-18) Years,0.04907306434023991,0.13982456140350877,0.09075149706326885,1.8493138401559452
Chhattisgarh,Other (Rape) No. of Victims - (18-30)Years,0.2511813885859687,0.1819298245614035,-0.06925156402456523,-0.27570340467667
Chhattisgarh,Other (Rape) No. of Victims - (30-50) Years,0.10832424572882589,0.09052631578947369,-0.017797929939352197,-0.16430236665489226
Chhattisgarh,Rape Cases (Total) No. of Victims - (10-14) Years,0.07615412577244639,0.051929824561403506,-0.02422430121104288,-0.3180957166185153
Chhattisgarh,Rape Cases (Total) No. of Victims - (14-18) Years,0.0554343874954562,0.15403508771929825,0.09860070022384204,1.7786919758412423
Chhattisgarh,Rape Cases (Total) No. of Victims - (18-30)Years,0.25663395129043987,0.19596491228070176,-0.06066903900973811,-0.23640301177873868
Chhattisgarh,Rape Cases (Total) No. of Victims - (30-50) Years,0.11177753544165758,0.09807017543859649,-0.013707360003061095,-0.12263072314933682
Coimbatore,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Coimbatore,Incest (Rape) No. of Victims - (14-18) Years,0.0,0.0,0.0,
Coimbatore,Incest (Rape) No. of Victims - (18-30)Years,0.0,0.0,0.0,
Coimbatore,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Coimbatore,Other (Rape) No. of Victims - (10-14) Years,0.1,0.19047619047619047,0.09047619047619046,0.9047619047619045
Coimbatore,Other (Rape) No. of Victims - (14-18) Years,0.1,0.16666666666666666,0.06666666666666665,0.6666666666666665
Coimbatore,Other (Rape) No. of Victims - (18-30)Years,0.25,0.11904761904761904,-0.13095238095238096,-0.5238095238095238
Coimbatore,Other (Rape) No. of Victims - (30-50) Years,0.05,0.023809523809523808,-0.026190476190476195,-0.5238095238095238
Coimbatore,Rape Cases (Total) No. of Victims - (10-14) Years,0.1,0.19047619047619047,0.09047619047619046,0.9047619047619045
Coimbatore,Rape Cases (Total) No. of Victims - (14-18) Years,0.1,0.16666666666666666,0.06666666666666665,0.6666666666666665
Coimbatore,Rape Cases (Total) No. of Victims - (18-30)Years,0.25,0.11904761904761904,-0.13095238095238096,-0.5238095238095238
Coimbatore,Rape Cases (Total) No. of Victims - (30-50) Years,0.05,0.023809523809523808,-0.026190476190476195,-0.5238095238095238
D & N Haveli,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
D & N Haveli,Incest (Rape) No. of Victims - (14-18) Years,0.0,0.0,0.0,
D & N Haveli,Incest (Rape) No. of Victims - (18-30)Years,0.0,0.0,0.0,
D & N Haveli,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
D & N Haveli,Other (Rape) No. of Victims - (10-14) Years,0.05,0.06666666666666667,0.016666666666666663,0.33333333333333326
D & N Haveli,Other (Rape) No. of Victims - (14-18) Years,0.2,0.13333333333333333,-0.06666666666666668,-0.33333333333333337
D & N Haveli,Other (Rape) No. of Victims - (18-30)Years,0.25,0.3,0.04999999999999999,0.19999999999999996
D & N Haveli,Other (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
D & N Haveli,Rape Cases (Total) No. of Victims - (10-14) Years,0.05,0.06666666666666667,0.016666666666666663,0.33333333333333326
D & N Haveli,Rape Cases (Total) No. of Victims - (14-18) Years,0.2,0.13333333333333333,-0.06666666666666668,-0.33333333333333337
D & N Haveli,Rape Cases (Total) No. of Victims - (18-30)Years,0.25,0.3,0.04999999999999999,0.19999999999999996
D & N Haveli,Rape Cases (Total) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Daman & Diu,Incest (Rape) No. of Victims - (10-14) Years,0.0,0.0,0.0,
Daman & Diu,Incest (Rape) No. of Victims - (14-18) Years,0.0,0.0,0.0,
Daman & Diu,Incest (Rape) No. of Victims - (18-30)Years,0.0,0.0,0.0,
Daman & Diu,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0,0.0,
Daman & Diu,Other (Rape) No. of Victims - (10-14) Years,0.0,0.125,0.125,
Daman & Diu,Other (Rape) No. of Victims - (14-18) Years,0.5,0.0,-0.5,-1.0
Daman & Diu,Other (Rape) No. of Victims - (18-30)Years,0.0,0.25,0.25,
Daman & Diu,Other (Rape) No. of Victims - (30-50) Years,0.0,0.125,0.125,
Daman & Diu,Rape Cases (Total) No. of Victims - (10-14) Years,0.0,0.125,0.125,
Daman & Diu,Rape Cases (Total) No. of Victims - (14-18) Years,0.5,0.0,-0.5,-1.0
Daman & Diu,Rape Cases (Total) No. of Victims - (18-30)Years,0.0,0.25,0.25,
Daman & Diu,Rape Cases (Total) No. of Victims - (30-50) Years,0.0,0.125,0.125,
Delhi,Incest (Rape) No. of Victims - (10-14) Years,0.005977796754910333,0.008059316569954868,0.0020815198150445358,0.3482085290595931
Delhi,Incest (Rape) No. of Victims - (14-18) Years,0.01067463706233988,0.009671179883945842,-0.0010034571783940384,-0.09400386847195352
Delhi,Incest (Rape) No. of Victims - (18-30)Years,0.0064047822374039285,0.0061250805931656995,-0.000279701644238229,-0.04367075005372882
Delhi,Incest (Rape) No. of Victims - (30-50) Years,0.0,0.0003223726627981947,0.0003223726627981947,
Delhi,Other (Rape) No. of Victims - (10-14) Years,0.07301451750640478,0.09703417150225661,0.024019653995851833,0.3289709336741813
Delhi,Other (Rape) No. of Victims - (14-18) Years,0.10973526900085397,0.13765312701482915,0.027917858013975186,0.25441098625964936
Delhi,Other (Rape) No. of Victims - (18-30)Years,0.24850555081127243,0.21695680206318504,-0.031548748748087385,-0.12695389960141004
Delhi,Other (Rape) No. of Victims - (30-50) Years,0.04568744662681469,0.024177949709864602,-0.021509496916950088,-0.47079665214483274
Delhi,Rape Cases (Total) No. of Victims - (10-14) Years,0.07899231426131512,0.10509348807221147,0.026101173810896355,0.33042675170334734
Delhi,Rape Cases (Total) No. of Victims - (14-18) Years,0.12040990606319385,0.147324306898775,0.026914400835581137,0.2235231445281242
